"PSA_1","PSA_2","Article","Web Description","Brand","Height","Width","Depth","Type","Size","Colour","Pack Qty","Age","DQ Score"
"TOI","SUN","315818","Hawaiian Tropic Protect Oil SPF15 200ml","Hawaiian","17.5CM","6.5CM","3.1CM","Sun Oil","200ml",NA,"1",NA,1
"TOI","SUN","319910","Hawaiian Tropic Silk Hydration SPF15 180ml","Hawaiian","15.7CM","6.3CM","3.9CM","Sun Cream SPF15","180ml",NA,"1",NA,1
"TOI","SUN","151206","Nivea Sun Protect And Moisture Sun SpraySPF15 Medium 200ml","Nivea","15.6CM","6.2CM","4.6CM","Sun Cream Spf15","200ml",NA,"1",NA,1
"TOI","SUN","187125","Nivea Sun Protect And Moisture Sun SpraySPF30 High 200ml","Nivea","15.6CM","6.2CM","4.6CM","Sun Cream Spf30","200ml",NA,"1",NA,1
"TOI","SUN","242831","Nivea Sun Protect And Moisture Sun LotionSPF15 Medium 200ml","Nivea","18.0CM","5.5CM","3.5CM","Sun Cream Spf15","200ml",NA,"1",NA,1
"TOI","SUN","242835","Nivea Sun Kids Sun Lotion SPF50+Very High 200ml","Nivea","18.0CM","6.9CM","3.8CM","Baby and Kids Suncream","200ml",NA,"1",NA,1
"TOI","SUN","242838","Nivea Sun Protect And Moisture Sun Spray SPF50+Very High 200ml","Nivea","15.6CM","6.2CM","4.6CM","Sun Cream Spf50","200ml",NA,"1",NA,1
"TOI","SUN","276609","Nivea Sun Protect And Refresh Invisible CoolingSun Spray SPF20 Medium 200ml","Nivea","15.6CM","6.2CM","4.6CM","Sun Cream Spf20","200ml",NA,"1",NA,1
"TOI","SUN","286605","Nivea Sun Protect And Refresh Invisible CoolingSun Spray SPF30 High 200ml","Nivea","15.6CM","6.2CM","4.6CM","Sun Cream Spf30","200ml",NA,"1",NA,1
"TOI","SUN","301789","Nivea Sun Kids Pocket Size Lotion SPF30 High 50ml","Nivea","8.5CM","5.7CM","2.7CM","Baby and Kids Suncream","50ml",NA,"1",NA,1
"TOI","SUN","315236","Nivea Sun Moisturising After Sun Lotion 400ml","Nivea","20.5CM","6.5CM","5.0CM","Aftersun","400ml",NA,"1",NA,1
"TOI","SUN","331791","Nivea Sun Protect And Refresh Cooling Sun MistSPF30 High 200ml","Nivea","18.0CM","5.0CM","5.0CM","Sun Cream Spf30","200ml",NA,"1",NA,1
"TOI","SUN","347356","Nivea Sun Protect And Refresh Invisible CoolingSun Spray SPF50 High 200ml","Nivea","15.6CM","6.2CM","4.6CM","Sun Cream Spf50","200ml",NA,"1",NA,1
"TOI","SUN","347357","Nivea Sun Protect And Refresh Refreshing Sun SpraySPF50 High 200ml","Nivea","18.0CM","5.0CM","5.0CM","Sun Cream Spf50","200ml",NA,"1",NA,1
"TOI","SUN","409353","Nivea Sun Protect And Bronze Tan ActivatingProtecting Oil SPF20 Medium 200ml","Nivea","15.8CM","6.3CM","4.8CM","Sun Cream Spf20","200ml",NA,"1",NA,1
"TOI","SUN","348837","Wilko Suncare Lotion SPF15 200ml","Wilko","15.3CM","7.3CM","3.1CM","Sun Cream Spf15","200ml",NA,"1",NA,1
"TOI","SUN","348838","Wilko Suncare Lotion SPF30 200ml","Wilko","15.3CM","7.3CM","3.1CM","Sun Cream Spf30","200ml",NA,"1",NA,1
"TOI","SUN","348839","Wilko Suncare Lotion SPF50 200ml","Wilko","15.3CM","7.3CM","3.1CM","Sun Cream Spf50","200ml",NA,"1",NA,1
"TOI","SUN","348840","Wilko Suncare Spray SPF15 200ml","Wilko","15.3CM","7.3CM","3.1CM","Sun Cream Spf15","200ml",NA,"1",NA,1
"TOI","SUN","348841","Wilko Suncare Spray SPF30 200ml","Wilko","15.3CM","7.3CM","3.1CM","Sun Cream Spf30","200ml",NA,"1",NA,1
"TOI","SUN","348842","Wilko Suncare Spray Clear SPF15 200ml","Wilko","15.5CM","6.4CM","4.3CM","Sun Cream Spf15","200ml",NA,"1",NA,1
"TOI","SUN","348843","Wilko Suncare Spray Clear SPF30 200ml","Wilko","15.5CM","6.4CM","4.3CM","Sun Cream Spf30","200ml",NA,"1",NA,1
"TOI","SUN","348845","Wilko Suncare Kids SPF50 150ml","Wilko","17.7CM","7.7CM","4.8CM","Baby and Kids Suncream","150ml",NA,"1",NA,1
"TOI","SUN","348848","Wilko Suncare Sensitive SPF50 200ml","Wilko","15.3CM","7.3CM","3.1CM","Sun Cream Spf50","200ml",NA,"1",NA,1
"TOI","SUN","348850","Wilko Suncare Facial SPF30 100ml","Wilko","14.5CM","6.9CM","4.0CM","Sun Cream Spf30","100ml",NA,"1",NA,1
"TOI","SUN","348852","Wilko After Sun Aloe Vera Gel 200ml","Wilko","17.4CM","7.8CM","4.9CM","Aftersun","200ml",NA,"1",NA,1
"TOI","SUN","348853","Wilko After Sun Aloe Vera Lotion 200ml","Wilko","17.4CM","7.0CM","3.2CM","Aftersun","200ml",NA,"1",NA,1
"TOI","TRA","352739","Batiste Dry Shampoo Blush 50ml","Batiste","12.0CM","3.5CM","3.5CM","Dry Shampoo","50ml",NA,"1",NA,1
"TOI","TRA","281806","Colgate Toothpaste Total Advanced Clean25ml","Colgate","3.3CM","10.7CM","2.8CM","Regular Toothpaste","25ml",NA,"1",NA,1
"TOI","TRA","450606","Cuticura Antibacterial Hand GelCrisp and Fresh 50ml","Cuticura","9.1CM","4.3CM","2.6CM","Hand Wash","50ml",NA,"1",NA,1
"TOI","TRA","352738","Dove Body Wash Nourishing 55ml","Dove","11.2CM","4.5CM","2.0CM","Shower Gel","55ml",NA,"1",NA,1
"TOI","TRA","351742","Dr Beckmann Travel Wash 100ml","Dr Beckmann","16.6CM","3.5CM","3.5CM","Travel Wash","100ml",NA,"1",NA,1
"TOI","TRA","292146","Johnsons Baby Powder 100g","Johnsons","12.6CM","5.0CM","4.0CM","Talc","100ml",NA,"1",NA,1
"TOI","TRA","266855","Listerine Mouthwash Total Care Clean Mint 95ml","Listerine","11.5CM","4.0CM","4.0CM","Mouthwash","95ml",NA,"1",NA,1
"TOI","TRA","305863","Original Source Shower Gel Lemon and Tea Tree 50ml","Original Source","11.1CM","4.0CM","2.3CM","Shower Gel and Body Wash","50ml",NA,"1",NA,1
"TOI","TRA","348834","Wilko Suncare Lotion SPF30 50ml","Wilko","11.6CM","5.5CM","3.4CM","Sun Cream Spf30","50ml",NA,"1",NA,1
"TOI","TRA","348835","Wilko Suncare Lotion SPF50 50ml","Wilko","11.6CM","5.5CM","3.4CM","Sun Cream Spf50","50ml",NA,"1",NA,1
"TOI","TRA","348836","Wilko After Sun Lotion 50ml","Wilko","11.6CM","5.5CM","3.4CM","Aftersun","50ml",NA,"1",NA,1
