"PSA_1","PSA_2","Article","Web Description","Brand","Height","Width","Depth","Type","Size","Colour","Pack Qty","Power","DQ Score"
"PET","TRT","410999","Wilko Dog Treat Meat Filled Rawhide Wrap","Wilko","5.0CM","5.0CM","10.0CM","Hide Chews","1",NA,"1",NA,1
"PET","TRT","412378","Wilko Dog Treats Chicken Dumbells 100g","Wilko","20.0CM","14.0CM","3.0CM","Munchy Treats","100g",NA,"1",NA,1
"PET","TRT","412379","Wilko Dog Treats Chicken and Calcium Bones 100g","Wilko","20.0CM","14.0CM","3.0CM","Biscuits","100g",NA,"1",NA,1
"PET","TRT","412380","Wilko Dog Treats Chicken and Hide Twisters 90g","Wilko","20.0CM","14.0CM","3.0CM","Hide Chews","90g",NA,"1",NA,1
"PET","TRT","416960","Wilko Dog Treats Meaty Twists with Chicken","Wilko","17.0CM","12.0CM","3.0CM","Meaty Treats","105g",NA,"6",NA,1
"PET","TRT","430490","Wilko Dog Treats Chicken Gravy Bones 400g","Wilko","19.8CM","13.5CM","5.0CM","Biscuits","400g",NA,"1",NA,1
"PET","TRT","430491","Wilko Dog Treats Crunchy Mini Marrowbone Rolls500g","Wilko","19.8CM","13.5CM","5.0CM","Biscuits","500g",NA,"1",NA,1
"PET","TRT","430576","Wilko Dog Treats Meat Filled Dental Sticks 7pk180g","Wilko","19.0CM","12.0CM","3.0CM","Dental Care Treats","180g",NA,"7",NA,1
"PET","TRT","430577","Wilko Dog Treats Meaty Log Twist 2 x 100g","Wilko","3.0CM","18.0CM","5.5CM","Chews","2x100g",NA,"2",NA,1
"PET","TRT","430578","Wilko Dog Treats Chewy Mixed Strips 20pk 180g","Wilko","17.0CM","11.0CM","3.0CM","Meaty Treats","180g",NA,"20",NA,1
"PET","TRT","430580","Wilko Dog Treats Joint Aid Sticks 7pk 175g","Wilko","17.0CM","11.0CM","3.0CM","Joint Care","175g",NA,"7",NA,1
"PET","TRT","430581","Wilko Dog Treats Cheesy Bites 140g","Wilko","16.5CM","14.0CM","5.0CM","Training and Reward Treats","140g",NA,"1",NA,1
"PET","TRT","430583","Wilko Dog Treat T-Bone Steaks 150g","Wilko","16.5CM","14.0CM","5.0CM","Meaty Treats","150g",NA,"1",NA,1
"PET","TRT","431480","Wilko Dog Treat Rawhide Braid Small 55g","Wilko","21.0CM","5.0CM","2.5CM","Hide Chews","55G",NA,"1",NA,1
"PET","TRT","431482","Wilko Dog Treats Beef Dumbbells 100g","Wilko","3.0CM","14.0CM","17.5CM","Chews","100g",NA,"1",NA,1
"PET","TRT","431483","Wilko Dog Treats Beef Fillets 90g","Wilko","3.0CM","14.0CM","17.5CM","Meaty Treats","90g",NA,"1",NA,1
"PET","TRT","431484","Wilko Dog Treats Chicken Twists Value Pack 400g","Wilko","21.5CM","20.0CM","4.0CM","Hide Chews","400g",NA,"1",NA,1
"PET","TRT","431485","Wilko Dog Treats Chicken Strips Value Pack 400g","Wilko","21.5CM","20.0CM","4.0CM","Meaty Treats","400g",NA,"1",NA,1
"PET","TRT","431486","Wilko Dog Treats Chicken Calcium Bones Value Pack400g","Wilko","21.5CM","20.0CM","4.0CM","Biscuits","400g",NA,"1",NA,1
"PET","TRT","431487","Wilko Dog Treats Duck Twists 70g","Wilko","17.5CM","14.0CM","3.0CM","Hide Chews","70g",NA,"1",NA,1
"PET","TRT","431488","Wilko Dog Treats Duck and Calcium Bones 100g","Wilko","17.5CM","14.0CM","3.0CM","Biscuits","100g",NA,"1",NA,1
"PET","TRT","432731","Wilko Dog Treats Dental Minty Sticks Medium/Large28pk","Wilko","15.0CM","13.0CM","85.0CM","Dental Care Treats","728g",NA,"28",NA,1
"PET","TRT","452942","Wilko  Dog Meaty Treats Bacon 200g","Wilko","22.0CM","10.0CM","3.5CM","Training and Reward Treats","200g",NA,"1",NA,1
"PET","TRT","453025","Wilko Veg Twist Dog Treat","Wilko","30.0CM","2.0CM","2.0CM","Chews","2cm x 2cm x 30cm",NA,"1",NA,1
"PET","TRT","453026","Wilko Large Chewy Braid Dog Treat","Wilko","30.0CM","2.0CM","7.0CM","Hide Chews","7cm x 2cm x 30cm",NA,"1",NA,1
"PET","TRT","453028","Wilko Dog Treat Cheesy Drops 200g","Wilko","20.0CM","11.0CM","6.0CM","Training and Reward Treats","6cm x 11cm x 20cm",NA,"1",NA,1
"PET","TRT","453029","Wilko Dog Treat Chicken Drops 200g","Wilko","20.0CM","11.0CM","6.0CM","Training and Reward Treats","6cm x 11cm x 20cm",NA,"1",NA,1
"PET","TRT","453455","Wilko Dog Treat Medley 140g","Wilko","16.0CM","12.0CM","3.0CM","Training and Reward Treats","140g",NA,"6",NA,1
"PET","TRT","453456","Wilko Mini Bone Dog Training Treats 140g","Wilko","16.0CM","12.0CM","3.0CM","Training and Reward Treats","140g",NA,"6",NA,1
"PET","TRT","453457","Wilko Deli Beef Sausages Dog Treat 60g","Wilko","16.0CM","8.0CM","2.0CM","Meaty Treats","3cm x 12cm x 16cm",NA,"12",NA,1
"PET","TRT","453788","Wilko Chewy Roll with Chicken","Wilko","3.0CM","3.5CM","26.0CM","Hide Chews","26cm",NA,"1",NA,1
"PET","TRT","453792","Wilko Chewy Twists with Beef 70g","Wilko","2.0CM","14.0CM","20.0CM","Hide Chews","70g",NA,"1",NA,1
"PET","TRT","456186","Wilko Meaty Sticks Mixed - Beef, Chicken & Liver15pk","Wilko","16.0CM","10.0CM","1.0CM","Meaty Treats","135g",NA,"13",NA,1
"PET","TRT","70413","Wilko Dog Treats Crunchy Biscuit Selection 800g","Wilko","25.0CM","15.5CM","6.4CM","Biscuits","800g",NA,"1",NA,1
"PET","TRT","70414","Wilko Dog Treats Crunchy Biscuit Bones 650g","Wilko","25.0CM","15.5CM","6.4CM","Biscuits","650g",NA,"1",NA,1
"PET","TRT","80469","Wilko Dog Treats with Beef 200g","Wilko","19.0CM","10.6CM","4.2CM","Training and Reward Treats","200g",NA,"1",NA,1
"PET","TRT","9522045","Wilko Dog Treats Choc Drops 250g","Wilko","19.8CM","10.8CM","7.4CM","Training and Reward Treats","250g",NA,"1",NA,1
"PET","TRT","310065","Wilko Best Dog Treats Chicken Fillets 100g","Wilko Best","20.0CM","14.0CM","4.0CM","Meaty Treats","100g",NA,"1",NA,1
"PET","TRT","310066","Wilko Best Dog Treats Duck Fillets 80g","Wilko Best","20.0CM","14.0CM","4.0CM","Meaty Treats","80g",NA,"1",NA,1
"PET","TRT","334043","Wilko Best Dog Treats Chicken and Fish Rolls 100g","Wilko Best","20.0CM","14.0CM","4.0CM","Meaty Treats","100g",NA,"1",NA,1
"PET","TRT","431490","Wilko Best Dog Treats Salmon Strips 90g","Wilko Best","19.0CM","14.0CM","4.0CM","Chews","90g",NA,"1",NA,1
"PET","TRT","453789","Wilko Best Chicken Fillets Value Pack 400g","Wilko Best","1.0CM","14.5CM","23.0CM","Meaty Treats","400g",NA,"1",NA,1
"PET","TRT","453790","Wilko Best Duck Fillets Value Pack 320g","Wilko Best","1.0CM","14.5CM","23.0CM","Meaty Treats","320g",NA,"1",NA,1
"PET","TRT","453791","Wilko Best Pork and Apple Wraps 100g","Wilko Best","2.0CM","14.5CM","23.0CM","Training and Reward Treats","100g",NA,"1",NA,1
"PET","TRT","162268","Wilko Functional Dog Treats Hide Roll Cigar2pk","Wilko Functional","27.5CM","5.0CM","1.5CM","Hide Chews","Large",NA,"2",NA,1
"PET","TRT","163471","Wilko Functional Dog Treats Flat Hide 50pk","Wilko Functional","7.0CM","8.0CM","12.0CM","Hide Chews","50pk",NA,"50",NA,1
"PET","TRT","163473","Wilko Functional Dog Treats Munchy Rolls 100pk","Wilko Functional","4.0CM","12.0CM","20.0CM","Munchy Treats","100pk",NA,"100pk",NA,1
"PET","TRT","163474","Wilko Functional Dog Treat Hide Twist","Wilko Functional","4.0CM","11.0CM","12.0CM","Hide Chews","Large",NA,"1",NA,1
"PET","TRT","199246","Wilko Functional Dog Treat Golden Hide RollLarge","Wilko Functional","3.5CM","4.0CM","24.0CM","Hide Chews","Large",NA,"1",NA,1
"PET","TRT","46090","Wilko Functional Dog Treat Knuckle Bone Large","Wilko Functional","26.0CM","6.0CM","3.0CM","Hide Chews","Large",NA,"1",NA,1
"PET","TRT","7975","Wilko Functional Dog Treat Knotted Bone Medium","Wilko Functional","3.5CM","5.0CM","20.0CM","Hide Chews","Medium",NA,"1",NA,1
"PET","TRT","9522054","Wilko Functional Dog Treat Knuckle Bone Small","Wilko Functional","2.0CM","3.5CM","10.4CM","Hide Chews","Small",NA,"1",NA,1
"PET","WIL","443546","Mr Johnsons Wildlife Hedgehog Food 750g","Mr Johnsons","27.0CM","14.0CM","9.0CM","Hedgehog Food","750g",NA,"1",NA,1
"PET","WIL","443547","Mr Johnsons Swan Duck and Goose Food 750g","Mr Johnsons","27.0CM","14.0CM","9.0CM","Swan and Duck Food","750g",NA,"1",NA,1
"PET","WIL","406645","Peckish Wild Bird Complete Seed 2kg","Peckish","34.0CM","19.0CM","8.0CM","Seed Mix","2kg",NA,"1",NA,1
"PET","WIL","406648","Peckish Wild Bird Winter Warmer Seed Mix 1.7kg","Peckish","8.0CM","19.0CM","34.0CM","Seed Mix","1.7kg",NA,"1",NA,1
"PET","WIL","406649","Peckish Wild Bird Daily Goodness Seed 1kg","Peckish","32.0CM","21.0CM","10.0CM","Suets","1kg",NA,"1",NA,1
"PET","WIL","427660","Peckish Wild Bird Complete Easy Feeder 400g","Peckish","32.0CM","9.5CM","8.0CM","Seed Feeder","400g",NA,"1",NA,1
"PET","WIL","427662","Peckish Wild Bird Complete Energy Ball 24pk","Peckish","24.5CM","18.7CM","10.4CM","Fat Balls","24Pk",NA,"24",NA,1
"PET","WIL","121962","Wilko Wild Bird Fat Balls 4pk","Wilko","4.3CM","11.0CM","13.3CM","Fat Balls","90g",NA,"4",NA,1
"PET","WIL","196266","Wilko Wild Bird Coconut Suet Feeder","Wilko","9.0CM","11.9CM","5.0CM","Suet Feeder","180g",NA,"1",NA,1
"PET","WIL","209876","Wilko Wild Bird Sunflower Hearts 1kg","Wilko","3.5CM","19.0CM","24.5CM","Sunflower Hearts","1kg",NA,"1",NA,1
"PET","WIL","228593","Wilko Wild Bird Fat Balls 10pk","Wilko","4.0CM","11.2CM","28.0CM","Fat Balls","10x90g",NA,"10",NA,1
"PET","WIL","249527","Wilko Wild Bird Suet with insect 300g","Wilko","3.5CM","12.5CM","12.6CM","Suets","300g",NA,"1",NA,1
"PET","WIL","259596","Wilko Wild Bird Fat Balls Tub 50 x 90g","Wilko","20.4CM","26.5CM","26.5CM","Fat Balls","50pk",NA,"50 x 90g",NA,1
"PET","WIL","261287","Wilko Wild Bird Robin Seed 900g","Wilko","21.5CM","13.5CM","7.0CM","Seed Mix","900g",NA,"1",NA,1
"PET","WIL","266938","Wilko Wild Bird Suet Pellets with Berry 550g","Wilko","22.7CM","13.0CM","6.5CM","Suets","550g",NA,"1",NA,1
"PET","WIL","282964","Wilko Wild Bird Niger Seed 1kg","Wilko","26.0CM","21.0CM","2.5CM","Niger Seeds","1kg",NA,"1",NA,1
"PET","WIL","301032","Wilko Wild Bird Seed 12.75kg","Wilko","56.5CM","33.6CM","14.5CM","Seed Mix","12.75kg",NA,"1",NA,1
"PET","WIL","303756","Wilko Wild Bird Finch Special Mix Seed 900g","Wilko","19.0CM","14.5CM","10.0CM","Seed Mix","900g",NA,"1",NA,1
"PET","WIL","303757","Wilko Wild Bird Special Mix Seed for Small Birds900g","Wilko","20.0CM","14.5CM","11.0CM","Seed Mix","900g",NA,"1",NA,1
"PET","WIL","303762","Wilko Wild Bird Blue Tit Seed 900g","Wilko","19.0CM","14.0CM","9.0CM","Seed Mix","900g",NA,"1",NA,1
"PET","WIL","303763","Wilko Wild Bird Blackbird and Thrush Seed 900g","Wilko","19.0CM","13.5CM","9.0CM","Seed Mix","900g",NA,"1",NA,1
"PET","WIL","303767","Wilko Wild Bird Ground and Table Mixed Seed 900g","Wilko","19.0CM","13.5CM","8.5CM","Seed Mix","900g",NA,"1",NA,1
"PET","WIL","314705","Wilko Wild Bird Sunflower Hearts 12.75kg","Wilko","56.5CM","33.6CM","14.5CM","Sunflower Hearts","12.75kg",NA,"1pk",NA,1
"PET","WIL","314706","Wilko Wild Bird Peanuts 12.75kg","Wilko","56.5CM","33.6CM","14.5CM","Peanuts","12.75kg",NA,"1",NA,1
"PET","WIL","407642","Wilko Wild Bird Seed 5kg","Wilko","6.0CM","29.5CM","41.2CM","Seed Mix","5kg",NA,"1",NA,1
"PET","WIL","407643","Wilko Wild Bird Peanut Kibbles 1kg","Wilko","26.2CM","21.5CM","2.7CM","Peanuts","1kg",NA,"1",NA,1
"PET","WIL","407644","Wilko Wild Bird Peanuts 4kg","Wilko","6.0CM","29.5CM","41.2CM","Peanuts","4kg",NA,"1",NA,1
"PET","WIL","407646","Wilko Wild Bird Suet Pellets with Berry 3kg","Wilko","22.0CM","12.2CM","23.5CM","Suets","3kg",NA,"1",NA,1
"PET","WIL","407647","Wilko Wild Bird Suet Pellets with Mealworm 3kg","Wilko","22.2CM","12.4CM","23.9CM","Suets","3kg",NA,"1",NA,1
"PET","WIL","407648","Wilko Wild Bird Suet Pellets with insect 3kg","Wilko","22.0CM","12.2CM","23.5CM","Suets","3kg",NA,"1",NA,1
"PET","WIL","407785","Wilko Wild Bird Sunflower Hearts 4kg","Wilko","6.0CM","29.5CM","41.2CM","Sunflower Hearts","4kg",NA,"1",NA,1
"PET","WIL","412088","Wilko Wild Bird Suet Nuggets 1kg","Wilko","31.0CM","20.5CM","9.0CM","Suets","1kg",NA,"1",NA,1
"PET","WIL","412092","Wilko Wild Bird Suet Blocks with Berry 6pk","Wilko","11.2CM","10.7CM","16.0CM","Suets","6x300g",NA,"6",NA,1
"PET","WIL","412095","Wilko Wild Bird Suet Blocks with Mealworm 6pk","Wilko","11.2CM","10.7CM","16.0CM","Suets","6 x 300g",NA,"6 x 300g",NA,1
"PET","WIL","412096","Wilko Wild Bird Suet Blocks with Insects 6pk","Wilko","11.2CM","10.7CM","16.0CM","Suets","6x300g",NA,"6",NA,1
"PET","WIL","412098","Wilko Wild Bird No Mess Mix Seed 1kg","Wilko","22.0CM","13.0CM","8.0CM","Seed Mix","1kg",NA,"1",NA,1
"PET","WIL","412118","Wilko Wild Bird Mealworm 90g","Wilko","21.5CM","17.5CM","9.0CM","Dried Mealworm","90g",NA,"1",NA,1
"PET","WIL","412120","Wilko Wild Bird Mealworm 500g","Wilko","33.0CM","25.0CM","10.0CM","Dried Mealworm","500g",NA,"1",NA,1
"PET","WIL","412123","Wilko Wild Bird Insect Medley 90g","Wilko","21.5CM","17.5CM","9.0CM","Dried Mealworm","90g",NA,"1",NA,1
"PET","WIL","412534","Wilko Wild Bird Suet Log with Insect 6pk","Wilko","19.5CM","11.0CM","3.2CM","Suets","6x90g",NA,"6",NA,1
"PET","WIL","412537","Wilko Wild Bird Suet Log with Berry 6pk","Wilko","19.5CM","11.5CM","3.2CM","Suets","6x90g",NA,"6",NA,1
"PET","WIL","412538","Wilko Wild Bird Suet Log with Mealworm 6pk","Wilko","19.5CM","11.0CM","3.2CM","Suets","6x90g",NA,"6",NA,1
"PET","WIL","416896","Wilko Wild Bird Butter with Peanut and Mealworm350g","Wilko","9.0CM","8.5CM","8.5CM","Suets","350g",NA,"1",NA,1
"PET","WIL","440446","Wilko Wild Bird Suet Log with Insect","Wilko","9.0CM","9.0CM","24.0CM","Suets","500g",NA,"1",NA,1
"PET","WIL","440447","Wilko Wild Bird Suet Log with Berry","Wilko","9.0CM","9.0CM","24.0CM","Suets","500g",NA,"1",NA,1
"PET","WIL","442210","Wilko Metal Niger Seed Feeder","Wilko","30.8CM","14.0CM","14.0CM","Seed Feeder","14cm x 14cm x 30.8cm",NA,"1",NA,1
"PET","WIL","443542","Wilko Wild Bird Suet Balls 30pk","Wilko","20.7CM","19.3CM","19.3CM","Suets","2.7kg",NA,"30",NA,1
"PET","WIL","443543","Wilko Wild Bird Premium Seed 12.75kg","Wilko","15.0CM","35.0CM","65.0CM","Seed Mix","12.75kg",NA,"1",NA,1
"PET","WIL","443544","Wilko Wild Bird Robin Seed 2kg","Wilko","28.0CM","16.0CM","9.0CM","Seed","2kg",NA,"1",NA,1
"PET","WIL","443545","Wilko Wild Bird No Mess Seed 2kg","Wilko","28.0CM","16.0CM","9.0CM","Seed","2kg",NA,"1",NA,1
"PET","WIL","445631","Wilko Wild Bird Suet Granola 1kg","Wilko","16.0CM","17.0CM","17.0CM","Suets","1 kg",NA,"1",NA,1
"PET","WIL","450340","Wilko 2in1 Wild Bird Flower Stake Feeder","Wilko","75.0CM","14.0CM","14.0CM","Seed Feeder","14cm x 14cm x 75cm",NA,"1",NA,1
"PET","WIL","450501","Wilko Wild Bird Seed/Niger Easy Feeder","Wilko","30.2CM","17.2CM","17.2CM","Seed Feeder","30.2cm",NA,"1",NA,1
"PET","WIL","450502","Wilko Wild Bird Peanut/Suet Pellet Easy Feeder","Wilko","30.2CM","17.2CM","17.2CM","Peanut Feeder","30.2cm",NA,"1",NA,1
"PET","WIL","455411","Wilko Berry Suet Block","Wilko","9.8CM","2.6CM","10.3CM","Suets","10cm X 10cm X 2.5cm",NA,"1",NA,1
"PET","WIL","455412","Wilko Insect Suet Block","Wilko","9.8CM","2.6CM","10.3CM","Suets","10cm X 10cm X 2.5cm",NA,"1",NA,1
"PET","WIL","455413","Wilko Mealworm Suet Block","Wilko","9.8CM","2.6CM","10.3CM","Suets","10cm X 10cm X 2.5cm",NA,"1",NA,1
"PET","WIL","455415","Wilko Berry Suet Pellet 12.55kg","Wilko","13.5CM","38.0CM","47.5CM","Suets","1.5cm X .5cm X .5 cm",NA,"1",NA,1
"PET","WIL","455416","Wilko Insect Suet Pellet 12.55kg","Wilko","13.5CM","38.0CM","47.5CM","Suets","1.5cm X .5cm X .5 cm",NA,"1",NA,1
"PET","WIL","455417","Wilko Mealworm Suet Pellet 12.55kg","Wilko","13.5CM","38.0CM","47.5CM","Suets","1.5cm X .5cm X .5 cm",NA,"1",NA,1
"PET","WIL","80609","Wilko Wild Bird Peanuts 1kg","Wilko","2.7CM","19.5CM","25.0CM","Peanuts","1kg",NA,"1",NA,1
"PET","WIL","81426","Wilko Wild Bird Seed 2kg","Wilko","4.0CM","20.0CM","32.2CM","Seed Mix","2kg",NA,"1",NA,1
