"PSA_1","PSA_2","Article","Web Description","Brand","Height","Width","Depth","Type","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","DQ Score"
"HOM","QUI","324821","Wilko Ultra Bounce Single Duvet 10.5 Tog","Wilko","5.0CM","135.0CM","200.0CM","10.5 Tog Duvet","Single","White","1","100% Polyester Cover, 100% Polyester Filling",NA,"Washable",NA,NA,NA,1
"HOM","QUI","324822","Wilko Ultra Bounce Double Duvet 10.5 Tog","Wilko","5.0CM","200.0CM","200.0CM","10.5 Tog Duvet","Double","White","1","100% Polyester Cover, 100% Polyester Filling",NA,"Washable",NA,NA,NA,1
"HOM","QUI","324823","Wilko Ultra Bounce King Size Duvet 10.5 Tog","Wilko","34.0CM","30.0CM","30.0CM","10.5 Tog Duvet","Kingsize","White","1","100% Polyester Cover, 100% Polyester Filling",NA,"Washable",NA,NA,NA,1
"HOM","QUI","324824","Wilko Anti-Allergy Single Duvet 10.5Tog","Wilko","5CM","135CM","200CM","10.5 Tog Duvet","Single","White","1","100% Polyester Cover, 100% Polyester Filling",NA,"Washable",NA,NA,NA,1
"HOM","QUI","324825","Wilko Anti-Allergy Double Duvet 10.5 Tog","Wilko","5CM","200CM","200CM","10.5 Tog Duvet","Double","White","1","100% Polyester Cover, 100% Polyester Filling",NA,"Washable",NA,NA,NA,1
"HOM","QUI","324826","Wilko Anti-Allergy King Size Duvet 10.5Tog","Wilko","5CM","220CM","225CM","10.5 Tog Duvet","Kingsize","White","1","100% Polyester Cover, 100% Polyester Filling",NA,"Washable",NA,NA,NA,1
"HOM","QUI","324828","Wilko Anti-Allergy Pillow 2pk 48 x 74cm","Wilko","18.0CM","40.0CM","18.0CM","Anti-Allergy Pillow","64x38cm","White","2pk","100% Polyester Cover, 100% Polyester Filling",NA,"Washable",NA,NA,NA,1
"HOM","QUI","324830","Wilko Anti-Allergy Single Mattress Protector","Wilko","0.3CM","94CM","193CM","Single Mattress Protector","Single","White",NA,"65% Polyester, 35 % Cotton Cover, 100% Polyester F","No",NA,NA,NA,NA,1
"HOM","QUI","324831","Wilko Anti-Allergy Double Mattress Protector","Wilko","0.3CM","140CM","193CM","Double Mattress Protector","Double","White",NA,"65% Polyester, 35 % Cotton Cover, 100% Polyester F","No",NA,NA,NA,NA,1
"HOM","QUI","324832","Wilko Anti-Allergy King Size Mattress Protector","Wilko","25.0CM","200.0CM","150.0CM","King Size Mattress Protector","Kingsize","White",NA,"65% Polyester, 35 % Cotton Cover, 100% Polyester F","No",NA,NA,NA,NA,1
"HOM","QUI","324844","Wilko Front Sleeper Pillow 48 x 74cm","Wilko","17CM","48CM","74CM","Support Pillow","74x48cm","White","1","100% Cotton Cover, 100% Polyester Filling",NA,"Washable",NA,NA,NA,1
"HOM","QUI","324845","Wilko Back Sleeper Pillow Medium  48 x 74cm","Wilko","17CM","48CM","74CM","Support Pillow","74x48cm","White","1","100% Cotton Cover, 100% Polyester Filling",NA,"Washable",NA,NA,NA,1
"HOM","QUI","324887","Wilko Ultra Bounce Pillow 2pk 48 x 74cm","Wilko","18.0CM","40.0CM","18.0CM","Ultrabounce Pillow","63x43cm","White","2pk","100% Polyester Cover, 100% Polyester Filling",NA,"Washable",NA,NA,NA,1
"HOM","QUI","329727","Wilko V Shaped Pillow","Wilko","30.0CM","41.0CM","91.0CM","Luxury Pillow","Single","White","1","80% Polyester, 20% Cotton Cover, 100% Polyester Fi",NA,"Washable",NA,NA,NA,1
"HOM","QUI","243582","Wilko Functional Pillow Protectors 74cm x 48cm2pk","Wilko Functional","24.0CM","21.6CM","1.2CM","Pillow Protector","70x39cm","White","2","100% Polypropylene",NA,"Washable",NA,NA,NA,1
"HOM","QUI","326426","Wilko Functional Single Duvet 13.5 Tog","Wilko Functional","7CM","135CM","200CM","13.5 Tog Duvet","Single","White","1","100% Polypropylene Cover, 100% Polyester Filling",NA,"Dry Clean Only",NA,NA,NA,1
"HOM","QUI","326428","Wilko Functional Double Duvet 13.5 Tog","Wilko Functional","7CM","200CM","200CM","13.5 Tog Duvet","Double","White","1","100% Polypropylene Cover, 100% Polyester Filling",NA,"Dry Clean Only",NA,NA,NA,1
"HOM","QUI","326429","Wilko Functional King Size Duvet 13.5 Tog","Wilko Functional",".0CM","220.0CM","225.0CM","13.5 Tog Duvet","Kingsize","White","1","100% Polypropylene Cover, 100% Polyester Filling",NA,"Dry Clean Only",NA,NA,NA,1
"HOM","QUI","68312","Wilko Functional Pillows 2pk","Wilko Functional","19.5CM","46.0CM","20.0CM","Supersoft Value Pillow","70x46cm","White","2","100% Polypropylene Cover, 100% Polyester Filling",NA,"Dry Clean Only",NA,NA,NA,1
"HOM","RUG","325439","Wilko Tamara Rug Green 120 x 170cm","Wilko","18.0CM","18.0CM","130.0CM","Block Pattern Rugs","120x170cm","Green",NA,"100% Polypropylene",NA,"Spot Clean Only",NA,NA,NA,1
"HOM","RUG","325441","Wilko Tamara Rug Plum 120 x 170cm","Wilko","18.0CM","18.0CM","130.0CM","Block Pattern Rugs","120x170cm","Purple",NA,"100% Polypropylene",NA,"Spot Clean Only",NA,NA,NA,1
"HOM","RUG","445697","Wilko Rug Carved Geo Natural 120x170cm","Wilko",".8CM","120.0CM","170.0CM","Block Pattern Rugs","120 x 170cm","Cream",NA,"100% Polypropylene Pile",NA,"Spot Clean Only",NA,NA,NA,1
"HOM","SHE","273949","Pratica Tendenza Floating Shelf Kit White25cm x 60cm","Tendenza","4.0CM","60.0CM","25.0CM","Floating Shelves","25cmx60cm","White","1","MDF",NA,NA,NA,NA,NA,1
"HOM","SHE","273950","Practica Tendenza Floating  Shelf Kit White25cm x 100cm","Tendenza","4.0CM","100.0CM","25.0CM","Floating Shelves","25cmx100cm","White","1","MDF",NA,NA,NA,NA,NA,1
"HOM","SHE","273951","Pratica Tendenza Floating Shelf Kit Oak Effect25cm x 60cm","Tendenza","4.0CM","60.0CM","25.0CM","Floating Shelves","25cmx60cm","Cream","1","MDF",NA,NA,NA,NA,NA,1
"HOM","SHE","273952","Pratica Tendenza Floating Shelf Oak Effect25cm x 100cm","Tendenza","4.0CM","100.0CM","25.0CM","Floating Shelves","25cmx100cm","Cream","1","MDF",NA,NA,NA,NA,NA,1
"HOM","STO","233860","Wilko 3 Drawer Faux Leather Storage Box Brown","Wilko","50.0CM","30.0CM","26.2CM","Storage Tower","Single","Brown","1",NA,NA,NA,NA,NA,NA,1
"HOM","STO","233861","Wilko 4 Drawer Faux Leather Storage Chest Brown","Wilko","73.0CM","44.0CM",".0CM","Storage Tower","Single","Brown","1",NA,NA,NA,NA,NA,NA,1
"HOM","STO","264227","Wilko Faux Leather Oval Waste Paper Bin Black","Wilko","28.0CM","22.5CM","27.2CM","Waste Paper Bin","Single","Black","1",NA,NA,NA,NA,NA,NA,1
"HOM","STO","264229","Wilko Faux Leather Oval Waste Paper Bin Brown","Wilko","28.0CM","22.5CM","27.2CM","Waste Paper Bin","Single","Brown","1",NA,NA,NA,NA,NA,NA,1
"HOM","STO","275726","Wilko 4 Drawer  Willow Storage Unit White","Wilko","82.0CM","42.0CM","32.0CM","Storage Tower","Single","White","1",NA,NA,NA,NA,NA,NA,1
"HOM","STO","327051","Wilko 3 Drawer Faux Leather Storage Tower Black","Wilko","50.0CM","30.0CM","26.0CM","Storage Tower","Single","Black","1",NA,NA,NA,NA,NA,NA,1
"HOM","STO","327052","Wilko 4 Drawer Faux Leather Storage Tower Black","Wilko","73.5CM","44.0CM","32.0CM","Storage Tower","Single","Black","1",NA,NA,NA,NA,NA,NA,1
"HOM","STO","327060","Wilko Willow Waste Paper Bin Grey","Wilko","27.3CM","29.4CM","29.4CM","Waste Paper Bin","Single","Grey","1",NA,NA,NA,NA,NA,NA,1
"HOM","STO","327062","Wilko Willow Storage Basket Grey Set of 2","Wilko","17.5CM","28.0CM","38.5CM","Storage Basket","Single","Grey","2pk",NA,NA,NA,NA,NA,NA,1
"HOM","STO","327174","Wilko 4 Drawer Split Wood Storage Unit","Wilko","49.0CM","60.0CM","30.0CM","Storage Tower","Single","White","1",NA,NA,NA,NA,NA,NA,1
"HOM","TOW","307650","Wilko Hand Towel Charcoal","Wilko","2.7CM","25.0CM","22.5CM","Hand Towels","50x90cm","Black","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307651","Wilko Hand Towel White","Wilko","2.7CM","25.0CM","22.5CM","Hand Towels","50x90cm","White","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307660","Wilko Bath Towel Beige","Wilko","3.3CM","25.0CM","35.0CM","Bath Towels","70x127cm","Brown","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307670","Wilko Bath Towel Black","Wilko","3.3CM","25.0CM","35.0CM","Bath Towels","70x127cm","Black","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307679","Wilko Bath Sheet Black","Wilko","4.0CM","25.0CM","47.5CM","Bath Sheets","95x150cm","Black","1",NA,NA,NA,NA,NA,NA,1
"HOM","TOW","307680","Wilko Bath Sheet Beige","Wilko","4.0CM","25.0CM","47.5CM","Bath Sheets","95x150cm","Brown","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307692","Wilko Face Cloth Charcoal 2pk","Wilko","2.0CM","10.0CM","15.0CM","Face Cloth","30x30cm","Black","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307693","Wilko Face Cloth White 2pk","Wilko","2.0CM","10.0CM","15.0CM","Face Cloth","30x30cm","White","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307696","Wilko Face Cloth Aqua Blue 2pk","Wilko","2.0CM","15.0CM","10.0CM","Face Cloth","30x30cm","Blue","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307697","Wilko Face Cloth Deep Blue 2pk","Wilko","2.0CM","10.0CM","15.0CM","Face Cloth","30x30cm","Blue","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307710","Wilko Face Cloth Black 2pk","Wilko","2.0CM","10.0CM","15.0CM","Face Cloth","30x30cm","Black","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307738","Wilko Hand Towel Black","Wilko","2.7CM","25.0CM","22.5CM","Hand Towels","50x90cm","Black","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307764","Wilko Face Cloth Beige 2pk","Wilko","2.0CM","10.0CM","15.0CM","Face Cloth","30x30cm","Brown","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","313419","Wilko Face Cloth Soft Cream 2pk","Wilko","2.0CM","10.0CM","15.0CM","Face Cloth","30x30cm","Cream","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","315312","Wilko Bath Towel Soft Cream","Wilko","3.3CM","25.0CM","35.0CM","Bath Towels","70x127cm","Cream","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","315544","Wilko Face Cloth Hessian 2pk","Wilko","2.0CM","10.0CM","15.0CM","Face Cloth","30x30cm","Brown","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","321449","Wilko Bath Sheet Hessian","Wilko","4.0CM","25.0CM","47.5CM","Bath Sheets","95x150cm","Brown","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","324809","Wilko Face Cloth Navy 2pk","Wilko","2.0CM","10.0CM","15.0CM","Face Cloth","30x30cm","Blue","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","324810","Wilko Hand Towel Navy","Wilko","2.7CM","25.0CM","25.0CM","Hand Towels","50x90cm","Blue","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","324813","Wilko Bath Sheet Navy","Wilko","4.0CM","25.0CM","47.5CM","Bath Sheets","95x150cm","Blue","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","324814","Wilko Face Cloth Olive 2pk","Wilko","2.0CM","10.0CM","15.0CM","Face Cloth","30x30cm","Green","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","325600","Wilko Bath Sheet Olive","Wilko","4.0CM","25.0CM","47.5CM","Bath Sheets","95x150cm","Green","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","325622","Wilko Face Cloth Purple 2pk","Wilko","2.0CM","10.0CM","15.0CM","Face Cloth","30x30cm","Purple","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","325623","Wilko Hand Towel Purple","Wilko","2.7CM","25.0CM","22.5CM","Hand Towels","50x90cm","Purple","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","325628","Wilko Bath Sheet Purple","Wilko","4.0CM","25.0CM","47.5CM","Bath Sheets","95x150cm","Purple","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","325904","Wilko Ribbed Bath Mat Deep Blue 50 x 70cm","Wilko","5.0CM","25.0CM","50.0CM","Bath Mats","50x70cm","Blue",NA,"100% Cotton",NA,"Wipe Clean Only",NA,NA,NA,1
"HOM","TOW","325907","Wilko Ribbed Bath Mat White 50 x 70cm","Wilko","5.0CM","25.0CM","50.0CM","Bath Mats","50x70cm","White",NA,"100% Cotton",NA,"Wipe Clean Only",NA,NA,NA,1
"HOM","TOW","325908","Wilko Ribbed Bath Mat Purple 50 x 70cm","Wilko","5.0CM","25.0CM","50.0CM","Bath Mats","50x70cm","Purple",NA,"100% Cotton",NA,"Wipe Clean Only",NA,NA,NA,1
"HOM","TOW","307646","Wilko Best Face Cloth White","Wilko Best","2.8CM","10.0CM","15.0CM","Face Cloth","30x30cm","White","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307647","Wilko Best Face Cloth Charcoal","Wilko Best","2.8CM","10.0CM","15.0CM","Face Cloth","30x30cm","Black","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307648","Wilko Best Face Cloth Beige","Wilko Best","2.8CM","10.0CM","15.0CM","Face Cloth","30x30cm","Brown","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307649","Wilko Best Face Cloth Plum","Wilko Best","2.8CM","10.0CM","15.0CM","Face Cloth","30x30cm","Purple","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307656","Wilko Best Hand Towel Plum","Wilko Best","3.9CM","25.0CM","22.5CM","Hand Towels","50x90cm","Purple","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307657","Wilko Best Hand Towel Charcoal","Wilko Best","3.9CM","25.0CM","22.5CM","Hand Towels","50x90cm","Black","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307672","Wilko Best Bath Towel White","Wilko Best","4.8CM","25.0CM","35.0CM","Bath Towels","70x127cm","White","1",NA,NA,NA,NA,NA,NA,1
"HOM","TOW","307673","Wilko Best Bath Towel Plum","Wilko Best","4.8CM","25.0CM","35.0CM","Bath Towels","70x127cm","Purple","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307674","Wilko Best Bath Towel Charcoal","Wilko Best","4.8CM","25.0CM","35.0CM","Bath Towels","70x127cm","Black","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307689","Wilko Best Bath Sheet Plum","Wilko Best","5.8CM","25.0CM","50.0CM","Bath Sheets","100x150cm","Purple","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307691","Wilko Best Bath Sheet Charcoal","Wilko Best","5.8CM","25.0CM","50.0CM","Bath Sheets","100x150cm","Black","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307741","Wilko Best Hand Towel Beige","Wilko Best","3.9CM","25.0CM","22.5CM","Hand Towels","50x90cm","White","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307756","Wilko Best Bath Mat Reversible Plum 50 x 70cm","Wilko Best","5.0CM","25.0CM","50.0CM","Bath Mats","50x70cm","Purple",NA,"100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307758","Wilko Best Bath Mat Reversible Beige 50 x 70cm","Wilko Best","5.0CM","25.0CM","50.0CM","Bath Mats","50x70cm","Brown",NA,"100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307759","Wilko Best Bath Mat Reversible White 50 x 70cm","Wilko Best","5.0CM","25.0CM","50.0CM","Bath Mats","50x70cm","White",NA,"100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307763","Wilko Best Bath Mat Charcoal 50 x 70cm","Wilko Best","5.0CM","25.0CM","50.0CM","Bath Mats","50x70cm","Black",NA,"100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","325642","Wilko Best Face Cloth Vanilla","Wilko Best","2.8CM","10.0CM","15.0CM","Face Cloth","30x30cm","Cream","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","325643","Wilko Best Hand Towel Vanilla","Wilko Best","3.9CM","25.0CM","22.5CM","Hand Towels","50x90cm","Cream","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","325644","Wilko Best Bath Towel Cream","Wilko Best","4.8CM","25.0CM","35.0CM","Bath Towels","70x127cm","Cream","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","325645","Wilko Best Bath Mat Vanilla 50 x 70cm","Wilko Best","5.0CM","25.0CM","50.0CM","Bath Mats","50x70cm","Cream",NA,"100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","325898","Wilko Best Bath Sheet Vanilla","Wilko Best","5.8CM","25.0CM","50.0CM","Bath Sheets","100x150cm","Cream","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307658","Wilko Functional Bath Towel White","Wilko Functional","2.1CM","25.0CM","34.0CM","Bath Towels","68x110cm","White","1","100% Cotton",NA,"Washable",NA,NA,NA,1
"HOM","TOW","307755","Wilko Functional Bath Mat White 40 x 55cm","Wilko Functional","1.3CM","25.0CM","40.0CM","Bath Mats","40x70cm","White",NA,"100% Cotton",NA,"Washable",NA,NA,NA,1
